Listing_ID,Host_Name,Property_Type,Location,Bedrooms,Bathrooms,Accommodates,Review_Score,Number_of_Reviews,Superhost,Host_Experience,Cleaning_Fee,Minimum_Nights,Amenities_Score,Instant_Bookable
992938,Sophie Thomas,House,Inner Suburb,4,2,10,4.62,101,Yes,0,72.0,7,5.0,Yes
993844,An Brown,House,CBD,4,3,10,4.36,66,No,3,79.0,1,7.0,Yes
996428,Emily Taylor,House,Outer Suburb,3,3,5,4.35,65,No,7,70.0,1,6.0,Yes
995867,Mia Taylor,House,Inner Suburb,5,3,10,4.53,72,No,3,83.0,1,5.0,Yes
994040,Sophie Ali,Apartment,CBD,1,2,2,,105,Yes,7,,1,4.0,Yes
993345,Jack Walker,Townhouse,CBD,2,2,4,4.84,28,No,5,56.0,2,5.0,Yes
992669,An Jones,House,Regional,3,2,6,4.23,22,No,10,82.0,3,8.0,No
996372,Hannah Harris,Apartment,CBD,1,1,3,3.69,12,No,4,32.0,1,3.0,Yes
994274,Liam Nguyen,Villa,CBD,5,3,9,4.07,119,No,4,93.0,1,7.0,No
995372,Daniel Clark,Townhouse,CBD,2,2,3,4.45,9,No,1,61.0,3,6.0,No
992163,Liam Wilson,Apartment,CBD,3,2,7,4.33,147,Yes,0,74.0,1,6.0,Yes
994416,Mei Scott,Apartment,Outer Suburb,2,2,5,4.3,48,Yes,5,75.0,2,6.0,Yes
992250,Ava White,Apartment,CBD,1,1,2,4.64,42,Yes,2,67.0,1,6.0,No
997410,Henry Khan,Studio,Inner Suburb,1,1,4,4.22,16,No,0,65.0,1,4.0,Yes
991556,Sophie Taylor,Apartment,CBD,1,1,1,5.0,52,Yes,2,52.0,3,4.0,Yes
996109,An Clark,Apartment,Inner Suburb,1,1,1,4.54,33,No,5,41.0,2,7.0,Yes
997333,An Brown,Studio,CBD,1,1,2,4.26,50,No,0,40.0,1,4.0,Yes
992015,David Harris,House,Regional,2,2,3,4.83,87,No,8,50.0,1,5.0,Yes
994262,Ava Jones,Apartment,CBD,2,3,4,4.77,53,Yes,3,56.0,1,5.0,Yes
997244,Thomas Smith,House,Inner Suburb,4,2,7,4.52,45,Yes,2,97.0,1,9.0,Yes
995125,Samuel Wang,Apartment,Inner Suburb,1,1,3,4.43,25,No,0,58.0,1,5.0,Yes
996568,William Wilson,House,CBD,4,3,7,4.38,38,No,15,87.0,1,7.0,Yes
990833,Lucas Thomas,Apartment,Outer Suburb,1,1,2,4.37,78,No,9,45.0,2,7.0,Yes
990029,Aisha Lee,Studio,Regional,1,2,3,4.12,42,Yes,7,76.0,2,5.0,No
992755,Hannah Chen,House,Regional,2,2,4,4.66,50,Yes,6,61.0,1,6.0,No
996762,Daniel Le,Studio,Inner Suburb,1,2,3,4.57,19,No,5,62.0,1,8.0,No
991951,Arjun Lee,House,Regional,2,2,4,4.24,32,Yes,1,65.0,2,5.0,Yes
996466,Ava Smith,Apartment,CBD,2,2,5,4.62,25,No,9,61.0,4,6.0,No
990583,Isla Wilson,House,Outer Suburb,4,2,7,4.54,41,Yes,6,81.0,2,6.0,No
993881,Zoe King,House,CBD,3,2,6,4.87,9,Yes,0,84.0,2,10.0,No
994744,Linh Le,House,Inner Suburb,5,3,10,4.16,76,No,2,104.0,1,7.0,Yes
993961,Oliver Khan,Studio,Outer Suburb,1,2,3,4.29,62,Yes,9,39.0,5,4.0,Yes
992866,Omar Chen,House,Inner Suburb,5,3,9,4.72,28,No,2,102.0,3,8.0,Yes
990828,Ethan Jones,Studio,Outer Suburb,1,1,2,4.21,28,No,3,51.0,4,4.0,Yes
996687,Emily Scott,Villa,Inner Suburb,5,4,10,4.52,95,No,0,92.0,1,8.0,Yes
990161,David Nguyen,Studio,Inner Suburb,1,1,3,4.18,60,No,2,57.0,1,6.0,Yes
990508,Henry Ali,Studio,Outer Suburb,1,1,2,4.42,35,Yes,2,50.0,1,5.0,No
995582,Mei Wilson,Apartment,Inner Suburb,1,2,4,4.33,93,Yes,7,55.0,1,4.0,Yes
991326,Emily Young,Townhouse,Inner Suburb,2,2,3,4.51,2,No,0,55.0,2,6.0,No
995193,Sarah Jones,Apartment,Outer Suburb,1,2,2,4.41,33,No,3,58.0,1,4.0,No
995158,Daniel White,Apartment,Outer Suburb,3,3,5,4.25,60,No,1,86.0,3,6.0,Yes
990294,Oliver Martin,Apartment,Outer Suburb,1,2,2,4.45,27,No,1,53.0,10,6.0,Yes
994883,Jack King,House,Inner Suburb,3,2,7,4.24,98,No,1,67.0,1,4.0,Yes
994472,Ben Thomas,Apartment,CBD,1,1,2,4.49,59,Yes,5,57.0,2,5.0,Yes
991072,William King,House,Outer Suburb,3,2,5,4.74,35,Yes,7,83.0,2,8.0,No
991838,Emma Martin,House,Outer Suburb,4,2,8,4.7,90,Yes,4,95.0,1,8.0,Yes
994294,Henry Tran,Studio,Regional,1,2,2,4.51,109,Yes,7,36.0,3,4.0,No
997741,Jack Young,Townhouse,Outer Suburb,4,2,7,4.08,153,Yes,2,70.0,2,6.0,Yes
990805,Omar Khan,Apartment,Inner Suburb,1,2,4,4.54,91,Yes,4,78.0,1,6.0,No
995892,Noah Tran,Townhouse,Inner Suburb,3,3,7,4.6,16,No,12,82.0,2,7.0,No
996208,William Wilson,Apartment,Inner Suburb,1,1,1,4.35,16,No,6,39.0,1,6.0,No
997551,An Lee,Studio,Inner Suburb,1,2,3,4.19,44,No,1,57.0,1,6.0,Yes
992699,Omar Singh,Villa,Outer Suburb,3,2,8,4.53,10,No,4,84.0,1,7.0,Yes
993238,James Martin,Townhouse,CBD,4,3,9,4.47,68,Yes,3,80.0,2,3.0,Yes
991772,Mei Chen,Studio,Regional,1,1,1,4.23,18,Yes,1,49.0,4,7.0,Yes
994765,Jack Martin,House,CBD,2,1,3,4.45,89,Yes,3,75.0,1,5.0,No
994863,Sarah Nguyen,Apartment,Regional,1,2,2,4.02,13,No,5,59.0,1,6.0,Yes
992279,Sarah Wilson,Apartment,Outer Suburb,1,2,2,4.95,143,Yes,6,34.0,1,5.0,Yes
993244,Amelia Smith,Studio,CBD,1,1,2,4.6,22,No,3,49.0,2,7.0,Yes
997966,Oliver Brown,Apartment,CBD,3,3,5,4.53,143,Yes,4,67.0,5,6.0,Yes
991979,Michael Jones,Townhouse,CBD,2,1,3,4.78,133,No,8,54.0,1,5.0,No
990184,Michael Walker,Apartment,Regional,1,1,3,4.54,32,No,11,36.0,1,4.0,Yes
992602,David Anderson,House,Inner Suburb,5,3,10,4.66,75,No,2,99.0,1,6.0,No
996343,Samuel Chen,House,Outer Suburb,3,2,6,4.44,13,N,1,52.0,2,8.0,Yes
995918,Wei Khan,House,Inner Suburb,2,2,6,4.78,70,Yes,1,56.0,2,7.0,No
991727,Emily Wilson,House,Regional,4,3,9,4.26,34,No,5,89.0,2,5.0,No
993678,Minh Walker,Studio,Inner Suburb,1,1,4,5.0,34,Yes,4,53.0,3,6.0,Yes
990621,Ethan Lee,House,Regional,2,1,4,4.75,22,No,3,63.0,5,6.0,Yes
992803,Daniel Young,House,Outer Suburb,4,2,10,4.31,80,Yes,1,77.0,3,7.0,No
996764,James Lee,Apartment,Inner Suburb,1,2,2,4.5,33,Yes,4,55.0,1,5.0,Yes
990077,Henry Brown,House,Inner Suburb,3,2,7,4.65,51,Yes,9,66.0,1,5.0,Yes
991031,Grace Jones,Apartment,Inner Suburb,2,2,4,4.55,73,No,5,56.0,7,7.0,No
991431,Thomas Patel,Apartment,CBD,2,2,5,4.16,19,No,0,68.0,1,7.0,Yes
996885,William Harris,Apartment,CBD,3,2,6,4.47,43,Yes,7,99.0,2,10.0,Yes
992221,Amelia Brown,Studio,Outer Suburb,1,1,2,4.99,83,Yes,5,54.0,3,5.0,Yes
997852,Liam Wilson,House,CBD,4,2,8,4.4,55,Yes,1,86.0,4,4.0,Yes
991155,Ben Patel,Apartment,Inner Suburb,1,2,2,4.4,58,No,13,61.0,7,4.0,Yes
994168,Omar King,Villa,Inner Suburb,4,3,9,4.45,49,No,9,105.0,3,9.0,No
991314,Emily Patel,Apartment,Outer Suburb,1,2,2,4.38,16,No,7,56.0,1,6.0,No
990561,Priya Scott,Townhouse,Outer Suburb,3,3,5,4.38,38,No,6,76.0,1,5.0,Yes
990634,Minh Chen,Studio,Regional,1,2,4,4.99,19,Yes,3,56.0,3,5.0,Yes
991635,William Anderson,House,Inner Suburb,4,3,8,4.67,81,No,6,71.0,2,6.0,Yes
996597,Chloe Singh,House,Outer Suburb,5,4,10,4.27,53,Yes,1,110.0,10,7.0,Yes
993593,Zoe Brown,House,Outer Suburb,4,3,10,4.66,16,No,1,96.0,1,9.0,Yes
997872,Liam Jones,Studio,Inner Suburb,1,1,3,4.69,74,Yes,2,40.0,1,3.0,Yes
990524,Wei Lee,House,Regional,3,2,8,4.39,9,No,1,73.0,1,7.0,No
991935,Ethan Smith,House,Outer Suburb,3,3,6,4.49,40,Yes,5,91.0,2,8.0,No
996391,Olivia Khan,Apartment,Inner Suburb,1,2,2,,97,Yes,9,51.0,2,5.0,Yes
996002,Jack Singh,House,Outer Suburb,2,1,3,4.47,198,Yes,7,52.0,3,3.0,No
994919,Grace King,House,Outer Suburb,2,3,4,4.29,16,No,4,46.0,3,3.0,No
995047,Arjun Brown,Townhouse,CBD,3,2,6,4.45,65,No,3,98.0,2,8.0,No
994414,William Scott,Apartment,Outer Suburb,2,2,6,4.1,61,No,5,71.0,2,6.0,No
990215,Henry Martin,Apartment,Outer Suburb,1,2,2,4.61,18,No,3,53.0,2,3.0,Yes
995385,Thomas Singh,Apartment,Inner Suburb,3,3,8,4.61,58,No,9,74.0,2,7.0,Yes
992349,Hannah Singh,Townhouse,Inner Suburb,2,2,4,,77,No,0,58.0,2,7.0,Yes
997249,Mia Ali,Townhouse,Inner Suburb,3,2,6,5.0,67,Yes,4,69.0,1,7.0,No
997356,Emma Martin,House,Inner Suburb,3,1,6,4.39,25,No,4,71.0,2,6.0,No
994460,Aisha Jones,Apartment,Inner Suburb,1,1,4,4.29,63,Yes,10,40.0,3,3.0,No
990669,Oliver Anderson,Apartment,Regional,3,2,6,4.48,41,No,7,69.0,1,4.0,No
991733,Amelia Young,Apartment,Inner Suburb,1,2,4,4.38,5,No,2,62.0,2,6.0,No
996065,Arjun Nguyen,Apartment,Outer Suburb,2,2,6,4.8,7,No,2,59.0,3,4.0,Yes
990964,Liam Wang,House,Outer Suburb,2,2,6,4.56,57,Yes,8,51.0,3,9.0,Yes
993638,David Tran,Apartment,CBD,1,2,1,4.62,37,Yes,6,66.0,5,5.0,No
994041,Wei Harris,Studio,CBD,1,1,3,4.72,8,No,5,60.0,1,7.0,Yes
995346,James Patel,Studio,Regional,1,1,4,4.51,137,Yes,1,34.0,1,5.0,Yes
997293,Isla Smith,Townhouse,Inner Suburb,2,2,4,4.62,24,No,2,89.0,1,5.0,No
990132,Daniel Nguyen,Townhouse,CBD,3,1,8,4.32,50,Yes,1,81.0,1,5.0,Yes
992390,Sarah Scott,Apartment,Regional,1,1,2,4.11,136,No,7,48.0,5,4.0,Yes
991272,Mei Anderson,House,Inner Suburb,3,2,6,4.43,34,No,5,69.0,5,6.0,Yes
992921,Aisha Nguyen,House,Regional,3,2,7,4.07,55,No,4,58.0,5,4.0,Yes
996777,An Le,Apartment,Outer Suburb,1,2,1,4.54,19,No,0,51.0,1,2.0,No
997342,Henry Khan,Villa,CBD,5,3,10,4.41,89,Yes,7,115.0,3,8.0,Yes
997725,Daniel Tran,House,Inner Suburb,4,3,7,4.54,9,No,0,83.0,3,9.0,Yes
992690,Liam Brown,Villa,Inner Suburb,5,4,10,4.45,18,No,0,122.0,1,6.0,Yes
994099,Mia Wilson,Apartment,Regional,2,2,3,4.16,26,Yes,4,68.0,3,4.0,Yes
993832,Linh Taylor,Villa,Regional,4,3,8,4.71,14,No,0,78.0,5,8.0,No
997260,Emma Clark,Apartment,Inner Suburb,1,2,2,4.08,105,No,0,27.0,1,4.0,Yes
997881,Amelia Young,Studio,Inner Suburb,1,1,4,4.43,40,Yes,2,50.0,2,6.0,No
995053,Samuel Ali,Apartment,Outer Suburb,2,2,4,4.51,67,Yes,1,52.0,2,4.0,Yes
990360,Chloe Martin,Apartment,Outer Suburb,1,2,2,4.32,16,No,1,53.0,1,5.0,No
993217,An Smith,Apartment,Outer Suburb,2,2,5,4.2,51,No,13,82.0,7,6.0,No
991399,William Smith,Apartment,Outer Suburb,3,2,8,5.0,44,Yes,2,78.0,2,6.0,No
991904,Jack Wilson,Townhouse,Regional,2,1,4,4.19,79,Yes,12,61.0,2,5.0,No
997138,Minh Chen,Apartment,Regional,1,1,1,4.66,127,Yes,1,52.0,1,6.0,Yes
990511,William Tran,Studio,Inner Suburb,1,1,3,4.64,3,No,1,41.0,2,4.0,No
991166,Henry Lee,Apartment,Regional,1,1,1,4.28,23,No,6,49.0,1,3.0,Yes
992240,Chloe Young,House,Outer Suburb,2,2,5,4.62,74,No,1,74.0,7,7.0,No
992619,James Smith,House,Inner Suburb,2,2,4,4.49,48,No,9,58.0,3,7.0,Yes
997936,Liam Ali,Townhouse,CBD,2,2,4,4.16,57,No,4,65.0,7,5.0,No
990827,Zoe Patel,Apartment,CBD,1,1,1,4.29,10,No,0,34.0,1,5.0,Yes
992601,Ava Le,Apartment,Inner Suburb,3,2,6,4.35,46,Yes,5,71.0,2,5.0,No
996061,Noah Young,Apartment,Outer Suburb,1,2,2,4.38,26,Yes,2,40.0,2,5.0,Yes
992091,Lucas Nguyen,Apartment,Regional,2,1,4,4.27,12,No,4,53.0,5,5.0,No
997993,Henry Nguyen,Villa,CBD,5,3,10,4.32,37,Yes,2,104.0,1,7.0,No
993940,Omar Ali,Studio,Regional,1,2,2,4.16,3,No,1,43.0,3,2.0,No
996821,Jack Jones,House,Inner Suburb,4,2,10,4.02,54,Yes,1,111.0,1,8.0,Yes
997783,Lucas Jones,Studio,Outer Suburb,1,2,1,4.09,1,No,0,57.0,1,6.0,No
997507,Jack Lee,Studio,CBD,1,1,2,4.42,10,No,0,53.0,2,4.0,No
997382,Oliver Singh,Villa,Inner Suburb,4,3,8,4.28,46,Yes,4,66.0,1,6.0,Yes
996324,Michael Khan,Apartment,Outer Suburb,2,2,4,4.19,22,No,2,86.0,1,6.0,Yes
996526,Thomas Singh,Apartment,Outer Suburb,1,1,1,,89,Yes,2,,2,6.0,Yes
993357,Mia Patel,Townhouse,Inner Suburb,3,3,5,4.53,55,No,0,77.0,7,8.0,No
992676,David Lee,Apartment,Outer Suburb,1,1,2,,131,No,9,49.0,7,5.0,No
990671,Wei Clark,Studio,Outer Suburb,1,1,1,4.25,4,No,1,34.0,1,4.0,No
992677,Priya Nguyen,House,CBD,4,3,9,4.7,7,No,2,92.0,3,8.0,No
997067,Liam Patel,House,Regional,4,2,8,4.33,63,No,7,91.0,3,7.0,Yes
992011,Lucas Ali,Apartment,Inner Suburb,1,2,1,4.45,90,Yes,0,53.0,2,3.0,No
993812,An Thomas,Studio,CBD,1,2,1,3.82,59,Yes,12,46.0,1,3.0,Yes
995699,Emily Le,Apartment,Regional,1,2,2,4.18,16,No,2,66.0,1,6.0,Yes
994154,Liam Taylor,House,CBD,3,3,5,4.47,51,No,2,64.0,2,5.0,Yes
995531,William Ali,Apartment,Outer Suburb,1,2,2,4.46,40,Yes,8,51.0,2,3.0,No
995508,Mei Singh,Apartment,Regional,2,2,3,4.86,46,Yes,3,66.0,1,6.0,Yes
992898,Liam Young,Studio,Inner Suburb,1,2,3,3.9,47,Yes,7,54.0,10,4.0,Yes
993877,Wei Patel,House,Inner Suburb,4,3,8,4.28,22,Yes,1,75.0,2,6.0,Yes
995120,Emma Wang,Townhouse,Inner Suburb,3,3,6,4.45,48,Yes,2,76.0,2,6.0,No
997538,Emma Tran,House,Inner Suburb,3,3,7,4.62,154,No,0,89.0,3,10.0,Yes
992733,Priya Tran,House,Outer Suburb,4,2,10,4.79,35,No,1,75.0,1,5.0,Yes
997521,Jack Brown,Apartment,Outer Suburb,2,3,4,5.0,63,Yes,7,79.0,1,5.0,Yes
997747,Lucas Anderson,Apartment,Inner Suburb,2,1,3,4.49,70,No,2,61.0,5,4.0,No
994935,Aisha Thomas,House,Outer Suburb,4,1,9,4.26,11,No,5,82.0,2,8.0,Yes
991374,Isla Smith,Villa,Outer Suburb,4,3,8,4.59,11,No,2,91.0,5,9.0,Yes
995871,Daniel Singh,Townhouse,CBD,2,2,5,4.68,36,No,6,70.0,3,5.0,Yes
996803,Aisha Harris,House,Inner Suburb,5,2,10,4.18,66,No,2,87.0,1,7.0,No
990455,Grace Khan,House,Inner Suburb,3,3,5,4.17,21,No,0,73.0,1,8.0,Yes
995116,Ava Wilson,House,Outer Suburb,3,2,6,4.7,39,Yes,5,73.0,4,4.0,No
992005,Linh King,Apartment,CBD,3,2,6,4.23,16,No,1,88.0,2,7.0,Yes
995015,Samuel Wang,Townhouse,Regional,2,2,4,4.47,45,No,2,68.0,1,5.0,Yes
990618,Sarah Lee,Studio,Outer Suburb,1,2,2,4.57,46,Yes,5,56.0,1,4.0,Yes
994232,Liam Chen,Studio,Regional,1,1,2,4.52,29,No,2,33.0,1,2.0,Yes
990543,Mei Khan,Townhouse,Inner Suburb,2,2,4,4.18,22,No,1,64.0,1,4.0,No
992319,Noah Harris,Apartment,Regional,1,1,3,3.87,88,No,12,46.0,4,2.0,Yes
993717,Emma Wilson,Studio,Regional,1,2,1,4.29,39,Yes,2,64.0,5,6.0,No
991667,Ben Chen,House,Inner Suburb,3,2,5,4.5,15,No,3,86.0,14,7.0,No
997093,David Lee,Townhouse,Inner Suburb,4,3,7,4.4,83,No,1,74.0,3,6.0,Yes
993983,Jack Young,Townhouse,Outer Suburb,3,1,6,4.26,20,Yes,0,75.0,1,6.0,Yes
991744,William Lee,Studio,CBD,1,1,3,4.59,74,No,5,57.0,2,5.0,No
997537,James Wilson,Apartment,Inner Suburb,1,1,4,4.68,120,No,2,54.0,7,,Yes
993165,Emma Patel,Apartment,CBD,1,1,2,4.2,17,No,1,58.0,1,7.0,Yes
991222,David Wilson,Apartment,Outer Suburb,1,2,4,4.23,20,No,9,57.0,2,4.0,Yes
995744,Ava Tran,Apartment,Regional,3,2,7,4.17,61,No,11,73.0,1,4.0,Yes
995591,Mia Scott,Apartment,CBD,1,1,2,4.54,160,Yes,2,55.0,1,6.0,No
990242,Liam Wilson,Apartment,Inner Suburb,1,1,2,,51,Yes,9,,1,3.0,Yes
992554,Sophie Scott,Townhouse,Regional,3,3,5,5.0,71,Yes,3,76.0,2,8.0,No
990900,Ava Martin,Apartment,Inner Suburb,2,1,6,4.84,94,Yes,5,73.0,2,8.0,Yes
990581,James Clark,House,Inner Suburb,3,3,5,4.82,64,Yes,7,71.0,1,6.0,No
997813,Priya Taylor,Townhouse,Outer Suburb,3,3,6,4.25,24,No,1,78.0,2,10.0,Yes
994438,Wei Khan,Apartment,CBD,2,3,6,4.31,19,No,1,59.0,3,5.0,Yes
994955,Michael Brown,Townhouse,Outer Suburb,2,1,5,3.95,51,No,3,51.0,1,5.0,Yes
997197,Isla King,Studio,Outer Suburb,1,2,2,4.13,45,No,5,56.0,1,5.0,No
994286,Emily Chen,Studio,Inner Suburb,1,1,1,4.35,42,Yes,0,45.0,1,5.0,No
991179,Noah Nguyen,Apartment,Outer Suburb,2,1,4,,46,Yes,3,,1,5.0,Yes
994335,Mei Thomas,Apartment,Inner Suburb,1,1,3,4.75,6,No,2,40.0,2,5.0,No
996786,Aisha Anderson,Villa,CBD,2,1,4,4.3,49,No,6,61.0,5,7.0,Yes
990437,Samuel Tran,Apartment,Regional,2,2,3,4.25,23,No,6,45.0,3,4.0,No
996051,William Martin,Townhouse,Regional,2,2,6,4.41,14,Yes,2,69.0,2,,Yes
990118,Jack Young,Apartment,Regional,1,2,1,5.0,57,No,4,28.0,2,5.0,Yes
994407,Olivia Thomas,Townhouse,Inner Suburb,2,3,4,4.6,44,No,7,70.0,2,7.0,No
991766,Linh Taylor,House,Inner Suburb,3,2,6,4.3,67,No,15,58.0,1,4.0,No
993347,Priya Thomas,Apartment,Inner Suburb,2,2,4,4.6,51,Yes,6,73.0,4,7.0,Yes
997349,Sophie Le,House,Inner Suburb,4,3,8,4.94,59,Yes,9,97.0,1,8.0,No
991526,Wei Anderson,Townhouse,Inner Suburb,2,2,3,,14,No,3,,2,7.0,Yes
992325,Grace Khan,House,Regional,4,2,7,4.3,19,Yes,2,70.0,1,6.0,Yes
995449,Wei Walker,Villa,Outer Suburb,2,2,3,4.66,73,No,1,68.0,3,6.0,No
995553,James Lee,Apartment,Inner Suburb,2,2,6,4.4,57,Yes,12,58.0,3,5.0,Yes
997159,Isla Patel,Studio,CBD,1,2,2,4.28,39,Yes,8,55.0,1,,Yes
993221,David Khan,Apartment,Inner Suburb,2,1,3,4.1,38,Yes,6,51.0,3,5.0,Yes
992169,Emma Singh,Apartment,CBD,1,2,1,4.51,17,No,2,61.0,1,6.0,No
991952,Sophie Thomas,Villa,Outer Suburb,4,2,7,4.86,8,No,4,70.0,2,8.0,Yes
991971,Minh Thomas,House,Regional,4,2,8,4.25,12,No,2,80.0,1,8.0,Yes
990985,Wei Le,House,Inner Suburb,4,2,9,4.65,31,Yes,3,84.0,2,7.0,Yes
990652,An Brown,Apartment,Regional,2,3,5,4.62,30,Yes,0,67.0,1,8.0,Yes
992046,Chloe Tran,House,Outer Suburb,3,2,8,4.71,47,No,4,96.0,5,9.0,No
994343,William Le,Townhouse,CBD,3,2,6,4.5,29,Yes,2,74.0,3,7.0,Yes
992818,William Lee,Apartment,Regional,2,2,4,4.62,14,No,4,48.0,3,6.0,No
992908,Thomas King,Studio,Inner Suburb,1,1,2,5.0,10,No,3,46.0,2,6.0,Yes
990377,Oliver Brown,Villa,Inner Suburb,5,4,10,5.0,86,Yes,7,103.0,7,7.0,Yes
994191,Ben Martin,Apartment,Inner Suburb,1,1,1,4.18,105,Yes,8,46.0,1,4.0,No
993307,Mai Harris,Apartment,Inner Suburb,1,1,3,4.76,20,Yes,1,40.0,1,4.0,Yes
995648,Liam Brown,Apartment,CBD,1,2,1,4.69,33,No,1,62.0,3,7.0,Yes
996435,Samuel Walker,House,Inner Suburb,4,2,9,4.2,77,Yes,2,76.0,1,6.0,Yes
993879,Arjun Nguyen,Townhouse,Inner Suburb,3,2,8,4.63,26,Yes,0,69.0,2,5.0,No
994398,Priya Ali,Townhouse,Outer Suburb,2,2,5,4.77,128,Yes,8,62.0,3,7.0,No
997798,Daniel Taylor,Apartment,Inner Suburb,2,3,4,4.81,153,No,3,74.0,2,5.0,Yes
993247,Olivia King,House,CBD,4,2,10,4.64,51,No,3,85.0,3,7.0,Yes
991395,Minh White,Apartment,Inner Suburb,1,2,2,4.64,77,Yes,15,44.0,3,4.0,No
991877,Arjun Le,Apartment,Inner Suburb,1,1,4,4.42,52,Yes,0,31.0,1,5.0,Yes
992568,Oliver Tran,House,Regional,4,2,9,4.87,7,No,3,75.0,3,7.0,Yes
997675,Mia Patel,Apartment,Inner Suburb,1,1,4,4.39,8,No,1,40.0,4,6.0,No
991035,Mai Patel,Apartment,Inner Suburb,3,2,6,4.32,47,Yes,9,79.0,1,7.0,Yes
990984,Chloe Wang,Apartment,CBD,2,2,3,4.53,33,No,0,66.0,1,7.0,No
994142,Emma Wang,Studio ,CBD,1,1,1,4.42,93,Yes,5,62.0,1,7.0,Yes
994216,Arjun Smith,House,Regional,3,2,5,4.46,82,No,1,63.0,3,5.0,Yes
991567,Daniel Walker,House,CBD,3,2,7,4.66,18,No,1,83.0,1,10.0,Yes
994210,William Smith,House,Inner Suburb,3,2,7,4.61,90,No,7,64.0,2,5.0,Yes
992312,Priya Jones,Townhouse,Outer Suburb,3,2,6,5.0,54,No,1,89.0,1,6.0,Yes
990001,Lily Ali,Apartment,Outer Suburb,1,2,2,4.63,57,No,1,35.0,1,7.0,No
992375,Lucas Lee,apartment,Outer Suburb,2,2,3,4.6,21,No,6,65.0,1,8.0,No
995181,Lily Martin,House,Outer Suburb,3,3,8,4.4,68,No,14,76.0,1,6.0,No
996710,Olivia Khan,Studio,Outer Suburb,1,1,4,4.76,201,Yes,0,52.0,1,5.0,Yes
990980,David Brown,House,CBD,3,2,8,4.43,61,No,8,83.0,3,7.0,No
991885,David Thomas,Townhouse,Inner Suburb,2,1,4,,74,No,4,57.0,3,8.0,Yes
990451,Anna Tran,House,Inner Suburb,4,3,9,3.83,96,No,10,83.0,1,9.0,Yes
991761,Emma Clark,Apartment,CBD,2,2,4,4.78,25,No,1,61.0,3,7.0,No
991377,Jack Walker,House,Regional,3,2,6,4.28,94,Yes,10,63.0,4,5.0,No
992070,Hannah Clark,Apartment,Inner Suburb,2,2,5,4.4,49,No,7,64.0,4,5.0,Yes
997642,Ben Nguyen,Studio,Inner Suburb,1,1,4,3.82,24,No,5,53.0,2,4.0,Yes
991039,Sophie Anderson,House,Outer Suburb,2,2,4,4.17,85,No,5,65.0,3,6.0,Yes
990551,David Brown,Apartment,Outer Suburb,1,1,2,4.44,119,No,0,51.0,1,4.0,Yes
992951,Anna Jones,Studio,Outer Suburb,1,1,4,,4,No,3,35.0,3,4.0,No
990237,Sophie Tran,House,Inner Suburb,3,1,7,4.52,77,Yes,6,85.0,7,5.0,No
992184,Aisha Wang,Apartment,Outer Suburb,1,1,3,3.97,32,No,0,35.0,3,4.0,Yes
991719,Oliver Khan,House,Outer Suburb,2,1,4,4.24,76,No,3,58.0,1,3.0,No
995283,Arjun Wilson,House,Outer Suburb,5,2,10,4.58,7,No,4,94.0,1,8.0,No
995584,Jack Harris,Apartment,Regional,2,2,5,4.65,5,No,0,47.0,7,5.0,Yes
992786,Isla Taylor,Apartment,Outer Suburb,1,2,1,4.67,48,Yes,3,56.0,2,5.0,No
991131,Priya White,House,Inner Suburb,2,1,4,5.0,8,No,0,71.0,2,7.0,No
990080,Samuel White,Apartment,Regional,3,3,6,4.59,42,No,3,71.0,1,8.0,No
991705,Aisha Le,Townhouse,Inner Suburb,2,2,6,4.25,21,No,2,79.0,2,7.0,Yes
990882,Arjun White,Apartment,Regional,3,2,6,3.95,79,No,8,66.0,4,7.0,Yes
997790,Aisha Chen,Apartment,Regional,2,2,5,4.43,19,No,0,48.0,2,6.0,Yes
992435,Minh King,House,Outer Suburb,5,3,10,4.48,36,No,1,82.0,2,5.0,Yes
990196,Olivia Singh,House,Inner Suburb,4,3,7,4.79,56,Yes,11,83.0,4,6.0,Yes
997033,Emma Harris,Apartment,Inner Suburb,1,1,3,4.34,53,Yes,5,58.0,1,6.0,Yes
993993,Linh Smith,Apartment,Outer Suburb,1,1,4,4.51,27,No,5,24.0,3,2.0,Yes
996043,Mei Wang,Apartment,Outer Suburb,1,2,2,3.96,18,No,4,48.0,2,5.0,No
991181,Oliver Wang,Apartment,Outer Suburb,2,1,6,4.2,51,No,3,60.0,2,7.0,No
992997,Olivia Wang,Apartment,CBD,2,2,3,4.78,81,Yes,15,68.0,5,5.0,Yes
991837,Olivia Thomas,Apartment,CBD,1,2,3,3.93,27,No,3,53.0,2,1.0,Yes
994787,Sarah Harris,Apartment,Inner Suburb,1,1,2,4.45,55,No,1,42.0,1,5.0,Yes
995186,Sophie Clark,Apartment,CBD,3,3,8,4.64,115,Yes,7,81.0,2,6.0,No
992506,Sophie Scott,House,CBD,3,2,8,4.52,53,Yes,0,63.0,1,5.0,Yes
997771,An Wang,House,Regional,3,2,8,4.33,37,No,1,73.0,2,4.0,No
990949,Mei White,Apartment,Outer Suburb,1,1,3,4.17,111,No,12,60.0,1,5.0,No
990223,Mia White,Apartment,CBD,2,2,4,4.51,16,No,0,76.0,10,7.0,No
997027,Emily White,Studio,Regional,1,1,3,4.28,121,Yes,1,73.0,1,6.0,No
